GW,Project,Sequencing file name,DNA identifier,Tissue identifier,RAD identifier,"Sampling locality (water body, drainage, region)",Region,Site,Major Drainage,Latitude,Longitude,Source,Collection date,Comments,String,Coverage
GW,AN1711171,T-009_R1_001.fastq.gz,373759,373759,T-009,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-009_sorted.bam,1.16964
GW,AN1711171,T-010_R1_001.fastq.gz,373760,373760,T-010,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-010_sorted.bam,1.33568
GW,AN1711171,T-011_R1_001.fastq.gz,373761,373761,T-011,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-011_sorted.bam,1.28779
GW,AN1711171,T-013_R1_001.fastq.gz,373764,373764,T-013,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-013_sorted.bam,1.32769
GW,AN1711171,T-014_R1_001.fastq.gz,373765,373765,T-014,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-014_sorted.bam,1.23569
GW,AN1711171,T-015_R1_001.fastq.gz,373769,373769,T-015,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-015_sorted.bam,1.2913
GW,AN1711171,T-016_R1_001.fastq.gz,373770,373770,T-016,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-016_sorted.bam,1.69273
GW,AN1711171,T-017_R1_001.fastq.gz,373771,373771,T-017,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-017_sorted.bam,1.39354
GW,AN1711171,T-018_R1_001.fastq.gz,373773,373773,T-018,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-018_sorted.bam,1.27851
GW,AN1711171,T-019_R1_001.fastq.gz,373775,373775,T-019,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-019_sorted.bam,1.4262
GW,AN1711171,T-020_R1_001.fastq.gz,373779,373779,T-020,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-020_sorted.bam,1.23005
GW,AN1711171,T-021_R1_001.fastq.gz,373783,373783,T-021,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-021_sorted.bam,1.40587
GW,AN1711171,T-023_R1_001.fastq.gz,373787,373787,T-023,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-023_sorted.bam,1.29614
GW,AN1711171,T-024_R1_001.fastq.gz,373788,373788,T-024,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-024_sorted.bam,1.44971
GW,AN1711171,T-025_R1_001.fastq.gz,373792,373792,T-025,Alaska,Southcentral,YentnaIndianCreek,NA,61.867559,-150.779963,NA,NA,NA,data/AN1711171/T-025_sorted.bam,1.32454
GW,AN1711171,U-001_R1_001.fastq.gz,404157,404157,U-001,Alaska,North,NorthSlope,NA,69.900517,-154.6456,NA,NA,NA,data/AN1711171/U-001_sorted.bam,1.34405
GW,AN1711171,U-002_R1_001.fastq.gz,404158,404158,U-002,Alaska,North,NorthSlope,NA,69.900517,-154.6456,NA,NA,NA,data/AN1711171/U-002_sorted.bam,1.20998
GW,AN1711171,U-004_R1_001.fastq.gz,404174,404174,U-004,Alaska,North,NorthSlope,NA,69.900517,-154.6456,NA,NA,NA,data/AN1711171/U-004_sorted.bam,1.04509
GW,AN1711171,U-005_R1_001.fastq.gz,404162,404162,U-005,Alaska,North,NorthSlope,NA,69.900517,-154.6456,NA,NA,NA,data/AN1711171/U-005_sorted.bam,1.13454
GW,AN1711171,V-001_R1_001.fastq.gz,TO4250,TO4250,V-001,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-001_sorted.bam,1.28056
GW,AN1711171,V-002_R1_001.fastq.gz,TO4254,TO4254,V-002,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-002_sorted.bam,1.29915
GW,AN1711171,V-003_R1_001.fastq.gz,TO4260,TO4260,V-003,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-003_sorted.bam,1.31183
GW,AN1711171,V-005_R1_001.fastq.gz,TO4268,TO4268,V-005,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-005_sorted.bam,1.27308
GW,AN1711171,V-006_R1_001.fastq.gz,TO4271,TO4271,V-006,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-006_sorted.bam,1.13005
GW,AN1711171,V-007_R1_001.fastq.gz,TO4251,TO4251,V-007,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-007_sorted.bam,1.37749
GW,AN1711171,V-009_R1_001.fastq.gz,TO4252,TO4252,V-009,Canada,Midwest,EagleLake,NA,49.7,-93.21667,NA,NA,NA,data/AN1711171/V-009_sorted.bam,1.2264
GW,AN1711171,W-002_R1_001.fastq.gz,157095,157095,W-002,Alaska,Northwest,Selawik,NA,66.603893,-160.006938,NA,NA,NA,data/AN1711171/W-002_sorted.bam,1.2873
GW,AN1711171,W-004_R1_001.fastq.gz,157100,157100,W-004,Alaska,Northwest,Selawik,NA,66.603893,-160.006938,NA,NA,NA,data/AN1711171/W-004_sorted.bam,1.06496
GW,BK1703222,A-001_S1_R1_001.fastq.gz,AL2016-191,373704,A-001_S1,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-001_S1_sorted.bam,1.32692
GW,BK1703222,A-003_S3_R1_001.fastq.gz,AL2016-193,373706,A-003_S3,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-003_S3_sorted.bam,1.0558
GW,BK1703222,A-004_S4_R1_001.fastq.gz,AL2016-195,373708,A-004_S4,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-004_S4_sorted.bam,1.28133
GW,BK1703222,A-005_S5_R1_001.fastq.gz,AL2016-196,373709,A-005_S5,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-005_S5_sorted.bam,1.04473
GW,BK1703222,A-007_S7_R1_001.fastq.gz,AL2016-198,373711,A-007_S7,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-007_S7_sorted.bam,1.0475
GW,BK1703222,A-008_S8_R1_001.fastq.gz,AL2016-199,373712,A-008_S8,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-008_S8_sorted.bam,1.24603
GW,BK1703222,A-009_S9_R1_001.fastq.gz,AL2016-200,373713,A-009_S9,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-009_S9_sorted.bam,1.28807
GW,BK1703222,A-010_S10_R1_001.fastq.gz,AL2016-201,373714,A-010_S10,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-010_S10_sorted.bam,1.13636
GW,BK1703222,A-011_S11_R1_001.fastq.gz,AL2017-148,373721,A-011_S11,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-011_S11_sorted.bam,1.50699
GW,BK1703222,A-012_S12_R1_001.fastq.gz,AL2016-203,373716,A-012_S12,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-012_S12_sorted.bam,1.06606
GW,BK1703222,A-013_S13_R1_001.fastq.gz,AL2016-204,373717,A-013_S13,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-013_S13_sorted.bam,1.15006
GW,BK1703222,A-014_S14_R1_001.fastq.gz,AL2017-150,373723,A-014_S14,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-014_S14_sorted.bam,1.19921
GW,BK1703222,A-015_S15_R1_001.fastq.gz,AL2017-151,373724,A-015_S15,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-015_S15_sorted.bam,1.10325
GW,BK1703222,A-016_S16_R1_001.fastq.gz,AL2017-152,373725,A-016_S16,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-016_S16_sorted.bam,1.1902
GW,BK1703222,A-017_S17_R1_001.fastq.gz,AL2016-185,373698,A-017_S17,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-017_S17_sorted.bam,1.14125
GW,BK1703222,A-018_S18_R1_001.fastq.gz,AL2016-186,373699,A-018_S18,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-018_S18_sorted.bam,1.24682
GW,BK1703222,A-019_S19_R1_001.fastq.gz,AL2016-187,373700,A-019_S19,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-019_S19_sorted.bam,1.17857
GW,BK1703222,A-020_S20_R1_001.fastq.gz,AL2016-188,373701,A-020_S20,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-020_S20_sorted.bam,1.08478
GW,BK1703222,A-021_S21_R1_001.fastq.gz,AL2016-189,373702,A-021_S21,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-021_S21_sorted.bam,1.2688
GW,BK1703222,A-022_S22_R1_001.fastq.gz,AL2016-190,373703,A-022_S22,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-022_S22_sorted.bam,1.3157
GW,BK1703222,A-023_S23_R1_001.fastq.gz,AL2016-181,373694,A-023_S23,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-023_S23_sorted.bam,1.64199
GW,BK1703222,A-024_S24_R1_001.fastq.gz,AL2016-182,373695,A-024_S24,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-024_S24_sorted.bam,1.42894
GW,BK1703222,A-025_S25_R1_001.fastq.gz,AL2016-184,373697,A-025_S25,Alaska,Southcentral,AlexanderCreek,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/A-025_S25_sorted.bam,1.14367
GW,BK1703222,B-001_S26_R1_001.fastq.gz,AL2016-795,373896,B-001_S26,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-001_S26_sorted.bam,1.18941
GW,BK1703222,B-002_S27_R1_001.fastq.gz,AL2016-796,373897,B-002_S27,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-002_S27_sorted.bam,1.2161
GW,BK1703222,B-003_S28_R1_001.fastq.gz,AL2016-797,373898,B-003_S28,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-003_S28_sorted.bam,1.30349
GW,BK1703222,B-004_S29_R1_001.fastq.gz,AL2016-798,373899,B-004_S29,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-004_S29_sorted.bam,1.3591
GW,BK1703222,B-005_S30_R1_001.fastq.gz,AL2016-800,373901,B-005_S30,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-005_S30_sorted.bam,1.05691
GW,BK1703222,B-006_S31_R1_001.fastq.gz,AL2016-801,373902,B-006_S31,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-006_S31_sorted.bam,1.39667
GW,BK1703222,B-007_S32_R1_001.fastq.gz,AL2016-802,373903,B-007_S32,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-007_S32_sorted.bam,1.36187
GW,BK1703222,B-008_S33_R1_001.fastq.gz,AL2016-803,373904,B-008_S33,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-008_S33_sorted.bam,1.33459
GW,BK1703222,B-009_S34_R1_001.fastq.gz,AL2016-804,373905,B-009_S34,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-009_S34_sorted.bam,1.19629
GW,BK1703222,B-010_S35_R1_001.fastq.gz,AL2016-805,373906,B-010_S35,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-010_S35_sorted.bam,1.39285
GW,BK1703222,B-011_S36_R1_001.fastq.gz,AL2016-806,373907,B-011_S36,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-011_S36_sorted.bam,1.42425
GW,BK1703222,B-012_S37_R1_001.fastq.gz,AL2016-807,373908,B-012_S37,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-012_S37_sorted.bam,1.43814
GW,BK1703222,B-013_S38_R1_001.fastq.gz,AL2016-808,373909,B-013_S38,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-013_S38_sorted.bam,1.21071
GW,BK1703222,B-014_S39_R1_001.fastq.gz,AL2016-809,373910,B-014_S39,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-014_S39_sorted.bam,1.1964
GW,BK1703222,B-016_S41_R1_001.fastq.gz,AL2016-815,373916,B-016_S41,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-016_S41_sorted.bam,1.31258
GW,BK1703222,B-018_S43_R1_001.fastq.gz,AL2016-817,373918,B-018_S43,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-018_S43_sorted.bam,1.13908
GW,BK1703222,B-019_S44_R1_001.fastq.gz,AL2017-231,373921,B-019_S44,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-019_S44_sorted.bam,1.39289
GW,BK1703222,B-020_S45_R1_001.fastq.gz,AL2017-232,373922,B-020_S45,Alaska,Southcentral,AlexanderLake,NA,61.736635,-150.90074,NA,NA,NA,data/BK1703222/B-020_S45_sorted.bam,1.25611
GW,BK1703222,C-018_S63_R1_001.fastq.gz,AL2016-839,401898,C-018_S63,Alaska,Southcentral,DeshkaRiver,NA,61.71497,-150.32448,NA,NA,NA,data/BK1703222/C-018_S63_sorted.bam,1.11927
GW,BK1703222,D-001_S66_R1_001.fastq.gz,AL2016-1314,402264,D-001_S66,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-001_S66_sorted.bam,1.20599
GW,BK1703222,D-003_S68_R1_001.fastq.gz,AL2016-1316,402266,D-003_S68,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-003_S68_sorted.bam,1.08748
GW,BK1703222,D-004_S69_R1_001.fastq.gz,AL2016-1317,402267,D-004_S69,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-004_S69_sorted.bam,1.20282
GW,BK1703222,D-005_S70_R1_001.fastq.gz,AL2016-1318,402268,D-005_S70,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-005_S70_sorted.bam,1.14054
GW,BK1703222,D-006_S71_R1_001.fastq.gz,AL2016-1319,402269,D-006_S71,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-006_S71_sorted.bam,1.15156
GW,BK1703222,D-008_S73_R1_001.fastq.gz,AL2016-1322,402272,D-008_S73,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-008_S73_sorted.bam,1.06502
GW,BK1703222,D-010_S75_R1_001.fastq.gz,AL2016-1324,402274,D-010_S75,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-010_S75_sorted.bam,1.06798
GW,BK1703222,D-011_S76_R1_001.fastq.gz,AL2016-1325,402275,D-011_S76,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-011_S76_sorted.bam,1.07582
GW,BK1703222,D-012_S77_R1_001.fastq.gz,AL2016-1326,402276,D-012_S77,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-012_S77_sorted.bam,1.27791
GW,BK1703222,D-015_S80_R1_001.fastq.gz,AL2016-1329,402249,D-015_S80,Alaska,Southwest,LakeClark,NA,60.182356,-154.551041,NA,NA,NA,data/BK1703222/D-015_S80_sorted.bam,1.21745
GW,BK1703222,D-016_S81_R1_001.fastq.gz,AL2016-1331,402251,D-016_S81,Alaska,Southwest,LakeClark,NA,60.181215,-154.551866,NA,NA,NA,data/BK1703222/D-016_S81_sorted.bam,1.21151
GW,BK1703222,D-017_S82_R1_001.fastq.gz,AL2016-1333,402253,D-017_S82,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-017_S82_sorted.bam,1.17338
GW,BK1703222,D-018_S83_R1_001.fastq.gz,AL2016-1335,402255,D-018_S83,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-018_S83_sorted.bam,1.25409
GW,BK1703222,D-019_S84_R1_001.fastq.gz,AL2016-1336,402256,D-019_S84,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-019_S84_sorted.bam,1.09052
GW,BK1703222,D-020_S85_R1_001.fastq.gz,AL2016-1337,402257,D-020_S85,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-020_S85_sorted.bam,1.2222
GW,BK1703222,D-021_S86_R1_001.fastq.gz,AL2016-1338,402258,D-021_S86,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-021_S86_sorted.bam,1.18781
GW,BK1703222,D-022_S87_R1_001.fastq.gz,AL2016-1339,402259,D-022_S87,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-022_S87_sorted.bam,1.13121
GW,BK1703222,D-023_S88_R1_001.fastq.gz,AL2016-1340,402261,D-023_S88,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-023_S88_sorted.bam,1.20962
GW,BK1703222,D-024_S89_R1_001.fastq.gz,AL2016-1341,402262,D-024_S89,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-024_S89_sorted.bam,1.18579
GW,BK1703222,D-025_S90_R1_001.fastq.gz,AL2016-1342,402263,D-025_S90,Alaska,Southwest,LakeClark,NA,60.177998,-154.557445,NA,NA,NA,data/BK1703222/D-025_S90_sorted.bam,1.07154
GW,BK1703222,E-001_S91_R1_001.fastq.gz,AL2016-1246,380686,E-001_S91,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-001_S91_sorted.bam,1.09335
GW,BK1703222,E-002_S92_R1_001.fastq.gz,AL2016-1250,380690,E-002_S92,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-002_S92_sorted.bam,1.04762
GW,BK1703222,E-003_S93_R1_001.fastq.gz,AL2016-1251,380691,E-003_S93,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-003_S93_sorted.bam,1.21751
GW,BK1703222,E-004_S94_R1_001.fastq.gz,AL2016-1252,380692,E-004_S94,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-004_S94_sorted.bam,1.45551
GW,BK1703222,E-005_S95_R1_001.fastq.gz,AL2016-1253,380693,E-005_S95,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-005_S95_sorted.bam,1.28484
GW,BK1703222,E-006_S96_R1_001.fastq.gz,AL2016-1254,380694,E-006_S96,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-006_S96_sorted.bam,1.33004
GW,BK1703222,E-008_S98_R1_001.fastq.gz,AL2016-1256,380696,E-008_S98,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-008_S98_sorted.bam,1.30367
GW,BK1703222,E-009_S99_R1_001.fastq.gz,AL2016-1257,380697,E-009_S99,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-009_S99_sorted.bam,1.1563
GW,BK1703222,E-010_S100_R1_001.fastq.gz,AL2016-1259,380699,E-010_S100,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-010_S100_sorted.bam,1.19877
GW,BK1703222,E-011_S101_R1_001.fastq.gz,AL2016-1260,380700,E-011_S101,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-011_S101_sorted.bam,1.12806
GW,BK1703222,E-013_S103_R1_001.fastq.gz,AL2016-1262,380702,E-013_S103,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-013_S103_sorted.bam,1.04425
GW,BK1703222,E-014_S104_R1_001.fastq.gz,AL2016-1263,380703,E-014_S104,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-014_S104_sorted.bam,1.1262
GW,BK1703222,E-015_S105_R1_001.fastq.gz,AL2016-1264,380704,E-015_S105,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-015_S105_sorted.bam,1.11634
GW,BK1703222,E-016_S106_R1_001.fastq.gz,AL2016-1265,380705,E-016_S106,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-016_S106_sorted.bam,1.10677
GW,BK1703222,E-017_S107_R1_001.fastq.gz,AL2016-1266,380706,E-017_S107,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-017_S107_sorted.bam,1.1475
GW,BK1703222,E-018_S108_R1_001.fastq.gz,AL2016-1267,380707,E-018_S108,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-018_S108_sorted.bam,1.11051
GW,BK1703222,E-019_S109_R1_001.fastq.gz,AL2016-1268,380708,E-019_S109,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-019_S109_sorted.bam,1.08637
GW,BK1703222,E-020_S110_R1_001.fastq.gz,AL2016-1269,380709,E-020_S110,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-020_S110_sorted.bam,1.13855
GW,BK1703222,E-021_S111_R1_001.fastq.gz,AL2016-1270,380710,E-021_S111,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-021_S111_sorted.bam,1.259
GW,BK1703222,E-024_S114_R1_001.fastq.gz,AL2016-1273,380713,E-024_S114,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-024_S114_sorted.bam,1.1912
GW,BK1703222,E-025_S115_R1_001.fastq.gz,AL2016-1274,380714,E-025_S115,Alaska,Southwest,LakeNerka,NA,59.556508,-159.076097,NA,NA,NA,data/BK1703222/E-025_S115_sorted.bam,1.04443
GW,BK1703222,F-003_S118_R1_001.fastq.gz,AL2015-543,401257,F-003_S118,Alaska,Interior,Fairbanks,NA,64.855184,-146.820805,NA,NA,NA,data/BK1703222/F-003_S118_sorted.bam,1.20157
GW,BK1703222,G-008_S143_R1_001.fastq.gz,AL2017-093,374455,G-008_S143,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-008_S143_sorted.bam,1.27386
GW,BK1703222,G-009_S144_R1_001.fastq.gz,AL2017-153,374478,G-009_S144,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-009_S144_sorted.bam,1.30295
GW,BK1703222,G-011_S146_R1_001.fastq.gz,AL2017-156,374464,G-011_S146,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-011_S146_sorted.bam,1.10871
GW,BK1703222,G-012_S147_R1_001.fastq.gz,AL2017-157,374470,G-012_S147,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-012_S147_sorted.bam,1.05946
GW,BK1703222,G-013_S148_R1_001.fastq.gz,AL2017-158,374473,G-013_S148,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-013_S148_sorted.bam,1.07763
GW,BK1703222,G-014_S149_R1_001.fastq.gz,AL2017-159,374465,G-014_S149,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-014_S149_sorted.bam,1.15853
GW,BK1703222,G-015_S150_R1_001.fastq.gz,AL2017-160,374457,G-015_S150,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-015_S150_sorted.bam,1.10714
GW,BK1703222,G-018_S153_R1_001.fastq.gz,AL2017-166,374468,G-018_S153,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-018_S153_sorted.bam,1.13426
GW,BK1703222,G-019_S154_R1_001.fastq.gz,AL2017-167,374460,G-019_S154,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-019_S154_sorted.bam,1.05362
GW,BK1703222,G-020_S155_R1_001.fastq.gz,AL2017-168,374474,G-020_S155,Alaska,Southcentral,OtterLake,NA,61.29013,-149.74095,NA,NA,NA,data/BK1703222/G-020_S155_sorted.bam,1.22123
GW,BK1703222,H-005_S160_R1_001.fastq.gz,AL2016-1043,374019,H-005_S160,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-005_S160_sorted.bam,1.10943
GW,BK1703222,H-007_S162_R1_001.fastq.gz,AL2016-1045,374021,H-007_S162,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-007_S162_sorted.bam,1.32007
GW,BK1703222,H-008_S163_R1_001.fastq.gz,AL2016-1046,374022,H-008_S163,Alaska,Southcentral,ShellLake,NA,61.959494,-151.450148,NA,NA,NA,data/BK1703222/H-008_S163_sorted.bam,1.27342
